antiguedad,plan,metodo_pago,tipo_contrato,frecuencia_uso,cambios_plan,facturas_impagas,tickets_soporte,canal_adquisicion,friccion_del_servicio,engagement_score,valor_plan_num,ratio_valor_uso,riesgo_financiero,cliente_problematico,early_churn_risk,premium_mensual,churn
29,premium,tarjeta_credito,mensual,15,2,0,5,web,0.3125,0.4525,14.99,0.936875,0.0,0,0,1,0
36,basico,transferencia_bancaria,mensual,17,3,3,10,referido,0.5555555555555556,0.43666666666666665,4.99,0.27722222222222226,14.97,0,0,0,1
11,premium,tarjeta_debito,mensual,28,3,1,6,referido,0.20689655172413793,0.5208333333333334,14.99,0.516896551724138,14.99,0,0,1,0
59,estandar,transferencia_bancaria,anual,15,1,0,7,referido,0.4375,0.5875,9.99,0.624375,0.0,0,0,0,0
29,estandar,efectivo,anual,15,3,0,7,referido,0.4375,0.3925,9.99,0.624375,0.0,0,0,0,0
10,estandar,tarjeta_debito,mensual,8,3,2,4,referido,0.4444444444444444,0.2516666666666667,9.99,1.11,19.98,0,0,0,0
35,estandar,efectivo,anual,13,2,2,5,referido,0.35714285714285715,0.44083333333333335,9.99,0.7135714285714286,19.98,0,0,0,1
57,estandar,tarjeta_debito,mensual,15,3,1,3,call_center,0.1875,0.4625,9.99,0.624375,9.99,0,0,0,1
59,basico,tarjeta_credito,anual,23,1,0,3,referido,0.125,0.6941666666666667,4.99,0.20791666666666667,0.0,0,0,0,0
36,premium,transferencia_bancaria,mensual,15,0,0,4,referido,0.25,0.5900000000000001,14.99,0.936875,0.0,0,0,1,0
17,estandar,efectivo,mensual,27,0,2,7,redes_sociales,0.25,0.7025,9.99,0.3567857142857143,19.98,0,0,0,0
26,estandar,tarjeta_credito,mensual,13,3,0,2,call_center,0.14285714285714285,0.35833333333333334,9.99,0.7135714285714286,0.0,0,0,0,0
54,premium,transferencia_bancaria,mensual,26,0,1,1,web,0.037037037037037035,0.7816666666666667,14.99,0.5551851851851852,14.99,0,0,1,0
29,estandar,transferencia_bancaria,mensual,15,2,1,6,referido,0.375,0.4525,9.99,0.624375,9.99,0,0,0,0
3,basico,efectivo,mensual,3,2,2,9,call_center,2.25,0.2275,4.99,1.2475,9.98,1,1,0,0
38,basico,tarjeta_credito,mensual,10,1,3,8,call_center,0.7272727272727273,0.4683333333333333,4.99,0.45363636363636367,14.97,0,0,0,0
10,basico,efectivo,mensual,23,0,3,5,redes_sociales,0.20833333333333334,0.6316666666666667,4.99,0.20791666666666667,14.97,0,0,0,1
18,estandar,transferencia_bancaria,mensual,21,3,0,10,web,0.45454545454545453,0.44499999999999995,9.99,0.4540909090909091,0.0,0,0,0,0
0,basico,transferencia_bancaria,mensual,30,3,0,0,call_center,0.0,0.52,4.99,0.16096774193548388,0.0,0,0,0,0
18,premium,efectivo,anual,25,3,0,1,redes_sociales,0.038461538461538464,0.49833333333333335,14.99,0.5765384615384616,0.0,0,0,0,0
60,basico,transferencia_bancaria,anual,17,3,3,10,call_center,0.5555555555555556,0.4966666666666667,4.99,0.27722222222222226,14.97,0,0,0,0
9,premium,tarjeta_credito,mensual,5,0,1,5,redes_sociales,0.8333333333333334,0.38916666666666666,14.99,2.4983333333333335,14.99,0,0,1,0
59,premium,transferencia_bancaria,anual,17,2,3,5,referido,0.2777777777777778,0.5541666666666667,14.99,0.8327777777777778,44.97,0,0,0,0
32,estandar,transferencia_bancaria,anual,7,3,3,0,call_center,0.0,0.29333333333333333,9.99,1.24875,29.97,0,0,0,1
47,basico,tarjeta_debito,mensual,25,0,2,2,referido,0.07692307692307693,0.7508333333333334,4.99,0.19192307692307692,9.98,0,0,0,0
35,basico,tarjeta_debito,mensual,21,2,0,10,call_center,0.45454545454545453,0.5475,4.99,0.22681818181818184,0.0,0,0,0,0
120,estandar,tarjeta_credito,mensual,11,0,1,10,redes_sociales,0.8333333333333334,0.7466666666666666,9.99,0.8325,9.99,0,0,0,0
25,basico,tarjeta_debito,mensual,30,1,3,9,web,0.2903225806451613,0.7025,4.99,0.16096774193548388,14.97,0,0,0,0
2,estandar,tarjeta_credito,mensual,2,0,2,3,redes_sociales,1.0,0.33166666666666667,9.99,3.33,19.98,0,1,0,1
54,premium,tarjeta_credito,mensual,15,0,2,5,web,0.3125,0.635,14.99,0.936875,29.98,0,0,1,0
6,estandar,tarjeta_debito,mensual,17,0,2,5,web,0.2777777777777778,0.5416666666666667,9.99,0.555,19.98,0,0,0,1
35,estandar,tarjeta_debito,anual,25,3,2,4,web,0.15384615384615385,0.5408333333333334,9.99,0.38423076923076926,19.98,0,0,0,0
28,estandar,efectivo,mensual,3,0,2,3,call_center,0.75,0.41,9.99,2.4975,19.98,0,0,0,0
25,premium,tarjeta_credito,anual,16,3,0,6,referido,0.35294117647058826,0.39583333333333337,14.99,0.881764705882353,0.0,0,0,0,0
45,basico,transferencia_bancaria,anual,15,1,2,6,call_center,0.375,0.5525,4.99,0.311875,9.98,0,0,0,0
4,premium,tarjeta_credito,mensual,10,3,2,5,referido,0.45454545454545453,0.2633333333333333,14.99,1.3627272727272728,29.98,0,1,1,0
3,estandar,efectivo,anual,5,0,3,7,web,1.1666666666666667,0.37416666666666665,9.99,1.665,29.97,1,1,0,0
14,estandar,efectivo,mensual,15,0,0,4,web,0.25,0.535,9.99,0.624375,0.0,0,0,0,0
28,estandar,transferencia_bancaria,anual,13,2,1,2,call_center,0.14285714285714285,0.42333333333333334,9.99,0.7135714285714286,9.99,0,0,0,1
33,estandar,transferencia_bancaria,anual,18,0,1,10,referido,0.5263157894736842,0.6225,9.99,0.5257894736842106,9.99,0,0,0,0
45,estandar,efectivo,mensual,8,2,3,1,call_center,0.1111111111111111,0.39916666666666667,9.99,1.11,29.97,0,0,0,0
24,estandar,efectivo,anual,6,1,2,1,call_center,0.14285714285714285,0.38,9.99,1.4271428571428573,19.98,0,0,0,0
55,premium,tarjeta_debito,anual,15,3,0,7,call_center,0.4375,0.4575,14.99,0.936875,0.0,0,0,0,0
6,basico,transferencia_bancaria,mensual,12,2,1,7,referido,0.5384615384615384,0.35500000000000004,4.99,0.38384615384615384,4.99,0,0,0,1
39,premium,transferencia_bancaria,anual,4,2,3,2,call_center,0.4,0.3308333333333333,14.99,2.998,44.97,0,0,0,1
60,basico,tarjeta_debito,mensual,17,0,2,1,redes_sociales,0.05555555555555555,0.6766666666666667,4.99,0.27722222222222226,9.98,0,0,0,0
15,estandar,tarjeta_debito,mensual,21,1,2,1,referido,0.045454545454545456,0.5574999999999999,9.99,0.4540909090909091,19.98,0,0,0,0
15,estandar,tarjeta_debito,mensual,15,0,2,4,web,0.25,0.5375,9.99,0.624375,19.98,0,0,0,0
11,estandar,transferencia_bancaria,mensual,30,2,3,2,referido,0.06451612903225806,0.6074999999999999,9.99,0.32225806451612904,29.97,0,0,0,1
43,premium,efectivo,mensual,9,2,0,2,referido,0.2,0.4075,14.99,1.499,0.0,0,0,1,0
5,basico,tarjeta_debito,mensual,9,3,3,2,redes_sociales,0.2,0.2525,4.99,0.499,14.97,0,1,0,1
10,estandar,tarjeta_debito,anual,28,1,2,0,call_center,0.0,0.6383333333333334,9.99,0.34448275862068967,19.98,0,0,0,0
8,basico,efectivo,mensual,24,0,3,8,call_center,0.32,0.6400000000000001,4.99,0.1996,14.97,0,0,0,0
49,estandar,efectivo,mensual,30,0,3,7,web,0.22580645161290322,0.8225,9.99,0.32225806451612904,29.97,0,0,0,1
60,estandar,tarjeta_credito,mensual,29,0,2,1,web,0.03333333333333333,0.8366666666666667,9.99,0.333,19.98,0,0,0,0
5,estandar,tarjeta_debito,mensual,8,1,3,2,call_center,0.2222222222222222,0.35916666666666663,9.99,1.11,29.97,0,1,0,0
51,premium,transferencia_bancaria,mensual,19,3,3,5,web,0.25,0.5008333333333334,14.99,0.7495,44.97,0,0,1,0
31,basico,transferencia_bancaria,anual,19,3,1,2,redes_sociales,0.1,0.45083333333333336,4.99,0.2495,4.99,0,0,0,1
39,estandar,efectivo,mensual,17,1,0,5,referido,0.2777777777777778,0.5641666666666667,9.99,0.555,0.0,0,0,0,0
42,premium,tarjeta_debito,mensual,26,1,1,6,call_center,0.2222222222222222,0.6916666666666667,14.99,0.5551851851851852,14.99,0,0,1,0
3,basico,tarjeta_credito,mensual,15,2,3,3,web,0.1875,0.3875,4.99,0.311875,14.97,0,1,0,0
47,estandar,transferencia_bancaria,anual,11,1,1,3,call_center,0.25,0.5041666666666667,9.99,0.8325,9.99,0,0,0,0
55,estandar,efectivo,anual,17,3,2,3,call_center,0.16666666666666666,0.48416666666666663,9.99,0.555,19.98,0,0,0,1
49,premium,transferencia_bancaria,mensual,3,1,3,6,web,1.5,0.40249999999999997,14.99,3.7475,44.97,1,0,1,1
2,premium,tarjeta_debito,mensual,22,1,1,6,referido,0.2608695652173913,0.5383333333333333,14.99,0.6517391304347826,14.99,0,1,1,0
31,estandar,efectivo,mensual,6,0,0,9,referido,1.2857142857142858,0.4575,9.99,1.4271428571428573,0.0,1,0,0,0
43,estandar,tarjeta_credito,mensual,30,2,0,10,call_center,0.3225806451612903,0.6875,9.99,0.32225806451612904,0.0,0,0,0,0
38,basico,tarjeta_credito,mensual,28,0,2,9,referido,0.3103448275862069,0.7683333333333333,4.99,0.17206896551724138,9.98,0,0,0,0
51,estandar,transferencia_bancaria,mensual,24,2,2,3,redes_sociales,0.12,0.6275000000000001,9.99,0.3996,19.98,0,0,0,1
43,premium,tarjeta_debito,mensual,10,0,2,7,redes_sociales,0.6363636363636364,0.5408333333333333,14.99,1.3627272727272728,29.98,0,0,1,0
47,basico,tarjeta_debito,mensual,11,1,3,2,redes_sociales,0.16666666666666666,0.5041666666666667,4.99,0.41583333333333333,14.97,0,0,0,0
4,basico,efectivo,mensual,8,0,1,7,referido,0.7777777777777778,0.41666666666666663,4.99,0.5544444444444445,4.99,1,1,0,1
2,premium,efectivo,anual,23,1,1,4,call_center,0.16666666666666666,0.5516666666666667,14.99,0.6245833333333334,14.99,0,1,0,1
45,estandar,tarjeta_debito,anual,28,1,1,7,web,0.2413793103448276,0.7258333333333333,9.99,0.34448275862068967,9.99,0,0,0,0
58,premium,efectivo,anual,12,1,3,10,web,0.7692307692307693,0.545,14.99,1.153076923076923,44.97,0,0,0,0
17,basico,tarjeta_debito,mensual,13,2,1,8,web,0.5714285714285714,0.3958333333333333,4.99,0.35642857142857143,4.99,0,0,0,0
56,basico,efectivo,mensual,23,0,0,10,referido,0.4166666666666667,0.7466666666666666,4.99,0.20791666666666667,0.0,0,0,0,0
120,premium,efectivo,anual,27,0,1,5,call_center,0.17857142857142858,0.96,14.99,0.5353571428571429,14.99,0,0,0,0
44,estandar,tarjeta_debito,mensual,26,3,2,6,referido,0.2222222222222222,0.5766666666666667,9.99,0.37,19.98,0,0,0,0
36,estandar,transferencia_bancaria,mensual,25,2,0,5,call_center,0.19230769230769232,0.6033333333333333,9.99,0.38423076923076926,0.0,0,0,0,0
37,basico,tarjeta_credito,mensual,27,2,1,9,redes_sociales,0.32142857142857145,0.6325000000000001,4.99,0.17821428571428571,4.99,0,0,0,0
39,basico,tarjeta_credito,anual,6,1,2,7,web,1.0,0.4175,4.99,0.7128571428571429,9.98,1,0,0,0
49,estandar,tarjeta_debito,mensual,7,1,2,2,call_center,0.25,0.4558333333333333,9.99,1.24875,19.98,0,0,0,0
120,estandar,transferencia_bancaria,mensual,15,3,3,0,redes_sociales,0.0,0.62,9.99,0.624375,29.97,0,0,0,0
31,premium,transferencia_bancaria,mensual,15,2,0,5,redes_sociales,0.3125,0.4575,14.99,0.936875,0.0,0,0,1,0
29,estandar,tarjeta_debito,anual,12,1,3,8,redes_sociales,0.6153846153846154,0.47250000000000003,9.99,0.7684615384615385,29.97,0,0,0,0
12,estandar,tarjeta_debito,anual,0,0,2,4,referido,4.0,0.32999999999999996,9.99,9.99,19.98,0,0,0,0
26,premium,tarjeta_debito,mensual,29,2,2,8,referido,0.26666666666666666,0.6316666666666667,14.99,0.49966666666666665,29.98,0,0,1,1
15,basico,tarjeta_debito,mensual,8,0,3,1,web,0.1111111111111111,0.44416666666666665,4.99,0.5544444444444445,14.97,0,0,0,1
10,estandar,transferencia_bancaria,anual,30,1,2,10,call_center,0.3225806451612903,0.665,9.99,0.32225806451612904,19.98,0,0,0,0
40,basico,tarjeta_credito,anual,30,1,2,6,redes_sociales,0.1935483870967742,0.74,4.99,0.16096774193548388,9.98,0,0,0,0
34,estandar,tarjeta_debito,mensual,6,1,1,6,web,0.8571428571428571,0.405,9.99,1.4271428571428573,9.99,1,0,0,0
12,basico,tarjeta_debito,mensual,26,2,2,8,web,0.2962962962962963,0.5566666666666666,4.99,0.18481481481481482,9.98,0,0,0,1
38,estandar,tarjeta_credito,mensual,30,2,1,9,call_center,0.2903225806451613,0.675,9.99,0.32225806451612904,9.99,0,0,0,0
47,basico,tarjeta_debito,mensual,21,1,1,0,referido,0.0,0.6375,4.99,0.22681818181818184,4.99,0,0,0,0
13,basico,tarjeta_credito,mensual,28,2,3,5,referido,0.1724137931034483,0.5858333333333334,4.99,0.17206896551724138,14.97,0,0,0,0
18,estandar,tarjeta_debito,mensual,25,2,2,8,redes_sociales,0.3076923076923077,0.5583333333333333,9.99,0.38423076923076926,19.98,0,0,0,0
4,estandar,transferencia_bancaria,mensual,24,2,3,8,call_center,0.32,0.51,9.99,0.3996,29.97,0,1,0,0
8,estandar,tarjeta_credito,mensual,22,2,1,5,web,0.21739130434782608,0.49333333333333335,9.99,0.43434782608695655,9.99,0,0,0,1
6,estandar,transferencia_bancaria,anual,29,2,1,7,call_center,0.23333333333333334,0.5816666666666668,9.99,0.333,9.99,0,0,0,0
53,estandar,tarjeta_credito,anual,2,2,1,4,redes_sociales,1.3333333333333333,0.3391666666666666,9.99,3.33,9.99,0,0,0,0
19,premium,efectivo,mensual,23,1,3,5,call_center,0.20833333333333334,0.5941666666666667,14.99,0.6245833333333334,44.97,0,0,1,1
21,basico,tarjeta_credito,mensual,21,3,0,6,call_center,0.2727272727272727,0.45249999999999996,4.99,0.22681818181818184,0.0,0,0,0,0
50,basico,tarjeta_credito,mensual,16,1,1,6,referido,0.35294117647058826,0.5783333333333334,4.99,0.29352941176470587,4.99,0,0,0,0
45,estandar,efectivo,anual,30,2,3,7,web,0.22580645161290322,0.6924999999999999,9.99,0.32225806451612904,29.97,0,0,0,0
31,estandar,tarjeta_debito,mensual,22,3,2,10,call_center,0.43478260869565216,0.49083333333333334,9.99,0.43434782608695655,19.98,0,0,0,0
21,estandar,tarjeta_debito,mensual,15,0,3,1,referido,0.0625,0.5525,9.99,0.624375,29.97,0,0,0,0
39,basico,efectivo,mensual,23,0,3,9,call_center,0.375,0.7041666666666666,4.99,0.20791666666666667,14.97,0,0,0,1
30,estandar,transferencia_bancaria,mensual,19,3,2,0,referido,0.0,0.44833333333333336,9.99,0.4995,19.98,0,0,0,1
51,premium,efectivo,mensual,2,2,3,8,web,2.6666666666666665,0.33416666666666667,14.99,4.996666666666667,44.97,1,0,1,0
12,basico,tarjeta_credito,mensual,25,1,3,0,redes_sociales,0.0,0.6033333333333334,4.99,0.19192307692307692,14.97,0,0,0,0
28,estandar,transferencia_bancaria,mensual,1,0,0,1,referido,0.5,0.3833333333333333,9.99,4.995,0.0,0,0,0,0
19,estandar,efectivo,mensual,19,1,0,4,call_center,0.2,0.5408333333333333,9.99,0.4995,0.0,0,0,0,0
18,estandar,tarjeta_debito,mensual,26,2,2,10,redes_sociales,0.37037037037037035,0.5716666666666667,9.99,0.37,19.98,0,0,0,1
28,estandar,transferencia_bancaria,mensual,4,0,0,7,referido,1.4,0.42333333333333334,9.99,1.998,0.0,1,0,0,1
37,estandar,tarjeta_credito,mensual,23,2,1,10,redes_sociales,0.4166666666666667,0.5791666666666666,9.99,0.41625,9.99,0,0,0,0
43,estandar,tarjeta_debito,mensual,15,1,2,1,web,0.0625,0.5475,9.99,0.624375,19.98,0,0,0,0
31,basico,efectivo,mensual,24,2,1,2,call_center,0.08,0.5775000000000001,4.99,0.1996,4.99,0,0,0,0
39,estandar,transferencia_bancaria,anual,10,3,1,0,redes_sociales,0.0,0.35083333333333333,9.99,0.9081818181818182,9.99,0,0,0,0
17,basico,efectivo,anual,11,0,3,4,redes_sociales,0.3333333333333333,0.48916666666666664,4.99,0.41583333333333333,14.97,0,0,0,0
5,estandar,tarjeta_debito,mensual,4,1,3,10,call_center,2.0,0.30583333333333335,9.99,1.998,29.97,1,1,0,0
27,estandar,tarjeta_debito,mensual,28,3,1,4,referido,0.13793103448275862,0.5608333333333333,9.99,0.34448275862068967,9.99,0,0,0,0
12,premium,tarjeta_debito,mensual,25,3,2,5,call_center,0.19230769230769232,0.4833333333333334,14.99,0.5765384615384616,29.98,0,0,1,0
26,estandar,tarjeta_credito,anual,0,1,3,0,redes_sociales,0.0,0.305,9.99,9.99,29.97,0,0,0,0
23,premium,efectivo,mensual,28,1,0,5,call_center,0.1724137931034483,0.6708333333333334,14.99,0.516896551724138,0.0,0,0,1,0
11,estandar,tarjeta_debito,mensual,1,0,3,4,web,2.0,0.3408333333333333,9.99,4.995,29.97,0,0,0,0
15,basico,efectivo,mensual,21,3,0,2,call_center,0.09090909090909091,0.43749999999999994,4.99,0.22681818181818184,0.0,0,0,0,0
49,estandar,tarjeta_credito,anual,22,0,1,10,call_center,0.43478260869565216,0.7158333333333333,9.99,0.43434782608695655,9.99,0,0,0,0
39,estandar,efectivo,anual,17,3,2,10,redes_sociales,0.5555555555555556,0.4441666666666667,9.99,0.555,19.98,0,0,0,0
57,premium,tarjeta_credito,mensual,15,2,3,10,call_center,0.625,0.5225,14.99,0.936875,44.97,0,0,1,0
2,premium,transferencia_bancaria,anual,16,1,1,0,web,0.0,0.45833333333333337,14.99,0.881764705882353,14.99,0,1,0,0
8,premium,transferencia_bancaria,anual,6,0,2,8,referido,1.1428571428571428,0.4,14.99,2.1414285714285715,29.98,1,0,0,0
54,premium,transferencia_bancaria,mensual,1,1,0,1,web,0.5,0.3883333333333333,14.99,7.495,0.0,0,0,1,0
13,estandar,tarjeta_debito,mensual,19,3,3,5,redes_sociales,0.25,0.4058333333333334,9.99,0.4995,29.97,0,0,0,1
33,basico,efectivo,mensual,28,0,3,3,redes_sociales,0.10344827586206896,0.7558333333333334,4.99,0.17206896551724138,14.97,0,0,0,1
20,estandar,tarjeta_debito,mensual,8,0,2,3,web,0.3333333333333333,0.45666666666666667,9.99,1.11,19.98,0,0,0,0
16,basico,transferencia_bancaria,anual,8,0,1,6,web,0.6666666666666666,0.44666666666666666,4.99,0.5544444444444445,4.99,1,0,0,0
28,basico,tarjeta_debito,mensual,2,3,2,3,web,1.0,0.21666666666666667,4.99,1.6633333333333333,9.98,0,0,0,1
50,estandar,efectivo,mensual,1,3,2,5,referido,2.5,0.2583333333333333,9.99,4.995,19.98,0,0,0,0
47,basico,tarjeta_debito,anual,15,2,0,4,redes_sociales,0.25,0.4975,4.99,0.311875,0.0,0,0,0,0
30,basico,tarjeta_debito,mensual,21,1,3,5,web,0.22727272727272727,0.595,4.99,0.22681818181818184,14.97,0,0,0,0
58,basico,efectivo,mensual,15,0,0,3,redes_sociales,0.1875,0.645,4.99,0.311875,0.0,0,0,0,0
31,estandar,tarjeta_debito,mensual,30,1,3,3,call_center,0.0967741935483871,0.7175,9.99,0.32225806451612904,29.97,0,0,0,1
51,basico,tarjeta_debito,mensual,11,1,1,4,web,0.3333333333333333,0.5141666666666667,4.99,0.41583333333333333,4.99,0,0,0,0
15,estandar,tarjeta_credito,mensual,28,1,0,3,call_center,0.10344827586206896,0.6508333333333334,9.99,0.34448275862068967,0.0,0,0,0,0
43,premium,tarjeta_debito,mensual,6,2,2,9,redes_sociales,1.2857142857142858,0.3675,14.99,2.1414285714285715,29.98,1,0,1,1
55,premium,tarjeta_debito,mensual,8,0,1,7,call_center,0.7777777777777778,0.5441666666666667,14.99,1.6655555555555557,14.99,1,0,1,1
59,basico,transferencia_bancaria,anual,28,0,2,5,referido,0.1724137931034483,0.8208333333333333,4.99,0.17206896551724138,9.98,0,0,0,0
2,basico,tarjeta_debito,anual,2,0,2,5,redes_sociales,1.6666666666666667,0.33166666666666667,4.99,1.6633333333333333,9.98,0,1,0,0
56,premium,tarjeta_credito,anual,21,2,0,5,call_center,0.22727272727272727,0.5999999999999999,14.99,0.6813636363636364,0.0,0,0,0,0
1,premium,transferencia_bancaria,anual,2,1,0,3,referido,1.0,0.26916666666666667,14.99,4.996666666666667,0.0,0,0,0,0
47,estandar,tarjeta_credito,mensual,30,0,3,1,redes_sociales,0.03225806451612903,0.8175000000000001,9.99,0.32225806451612904,29.97,0,0,0,0
0,basico,tarjeta_debito,mensual,18,2,2,10,call_center,0.5263157894736842,0.42,4.99,0.26263157894736844,9.98,0,1,0,1
120,estandar,tarjeta_debito,mensual,0,3,3,4,referido,4.0,0.42,9.99,9.99,29.97,0,0,0,1
18,basico,tarjeta_credito,mensual,1,2,3,5,web,2.5,0.23833333333333334,4.99,2.495,14.97,0,0,0,0
37,estandar,transferencia_bancaria,anual,29,3,2,6,call_center,0.2,0.5991666666666667,9.99,0.333,19.98,0,0,0,0
60,estandar,tarjeta_debito,mensual,2,1,1,4,referido,1.3333333333333333,0.41666666666666663,9.99,3.33,9.99,0,0,0,0
20,estandar,efectivo,mensual,0,2,2,8,call_center,8.0,0.22999999999999998,9.99,9.99,19.98,1,0,0,0
22,premium,tarjeta_debito,anual,1,0,2,7,referido,3.5,0.3683333333333333,14.99,7.495,29.98,1,0,0,0
12,estandar,tarjeta_debito,mensual,10,3,0,5,call_center,0.45454545454545453,0.2833333333333333,9.99,0.9081818181818182,0.0,0,0,0,0
12,estandar,tarjeta_debito,mensual,8,1,1,4,redes_sociales,0.4444444444444444,0.37666666666666665,9.99,1.11,9.99,0,0,0,0
59,estandar,efectivo,mensual,11,2,3,1,call_center,0.08333333333333333,0.4741666666666667,9.99,0.8325,29.97,0,0,0,0
42,premium,transferencia_bancaria,anual,5,0,2,6,referido,1.0,0.4716666666666667,14.99,2.4983333333333335,29.98,1,0,0,0
53,estandar,tarjeta_debito,mensual,7,1,0,5,web,0.625,0.4658333333333333,9.99,1.24875,0.0,0,0,0,0
54,basico,tarjeta_credito,anual,20,2,2,10,redes_sociales,0.47619047619047616,0.5816666666666667,4.99,0.23761904761904762,9.98,0,0,0,0
18,estandar,transferencia_bancaria,anual,3,3,2,2,call_center,0.5,0.20500000000000002,9.99,2.4975,19.98,0,0,0,1
30,estandar,tarjeta_credito,mensual,27,1,1,8,call_center,0.2857142857142857,0.675,9.99,0.3567857142857143,9.99,0,0,0,0
50,basico,efectivo,mensual,13,1,0,5,call_center,0.35714285714285715,0.5383333333333333,4.99,0.35642857142857143,0.0,0,0,0,0
60,estandar,tarjeta_debito,mensual,14,0,2,5,referido,0.3333333333333333,0.6366666666666667,9.99,0.666,19.98,0,0,0,0
4,basico,tarjeta_credito,anual,2,0,3,5,referido,1.6666666666666667,0.33666666666666667,4.99,1.6633333333333333,14.97,0,1,0,1
11,estandar,tarjeta_debito,mensual,4,0,1,2,call_center,0.4,0.38083333333333336,9.99,1.998,9.99,0,0,0,0
50,estandar,tarjeta_debito,anual,1,2,0,0,web,0.0,0.31833333333333336,9.99,4.995,0.0,0,0,0,0
15,premium,tarjeta_credito,mensual,24,1,2,7,web,0.28,0.5975,14.99,0.5996,29.98,0,0,1,0
29,basico,tarjeta_debito,anual,21,1,0,3,call_center,0.13636363636363635,0.5925,4.99,0.22681818181818184,0.0,0,0,0,0
36,estandar,efectivo,mensual,29,1,2,25,web,0.8333333333333334,0.7166666666666667,9.99,0.333,19.98,0,0,0,0
9,estandar,tarjeta_credito,anual,26,0,1,1,web,0.037037037037037035,0.6691666666666667,9.99,0.37,9.99,0,0,0,0
1,estandar,tarjeta_debito,anual,5,3,1,4,call_center,0.6666666666666666,0.18916666666666665,9.99,1.665,9.99,0,1,0,1
13,basico,efectivo,mensual,17,0,2,8,web,0.4444444444444444,0.5591666666666666,4.99,0.27722222222222226,9.98,0,0,0,1
25,estandar,transferencia_bancaria,mensual,11,1,2,7,redes_sociales,0.5833333333333334,0.44916666666666666,9.99,0.8325,19.98,0,0,0,1
26,estandar,tarjeta_credito,anual,25,2,1,4,redes_sociales,0.15384615384615385,0.5783333333333334,9.99,0.38423076923076926,9.99,0,0,0,0
13,basico,efectivo,anual,0,0,2,5,call_center,5.0,0.3325,4.99,4.99,9.98,0,0,0,1
54,estandar,efectivo,mensual,26,0,0,8,call_center,0.2962962962962963,0.7816666666666667,9.99,0.37,0.0,0,0,0,0
57,estandar,transferencia_bancaria,mensual,22,2,2,2,call_center,0.08695652173913043,0.6158333333333332,9.99,0.43434782608695655,19.98,0,0,0,0
37,premium,tarjeta_debito,mensual,27,1,1,6,call_center,0.21428571428571427,0.6925,14.99,0.5353571428571429,14.99,0,0,1,0
18,estandar,tarjeta_debito,mensual,21,0,0,9,redes_sociales,0.4090909090909091,0.625,9.99,0.4540909090909091,0.0,0,0,0,0
32,estandar,tarjeta_credito,mensual,5,1,2,5,redes_sociales,0.8333333333333334,0.38666666666666666,9.99,1.665,19.98,0,0,0,0
43,estandar,tarjeta_debito,mensual,2,1,0,10,web,3.3333333333333335,0.37416666666666665,9.99,3.33,0.0,1,0,0,0
36,estandar,tarjeta_debito,mensual,17,3,3,6,call_center,0.3333333333333333,0.43666666666666665,9.99,0.555,29.97,0,0,0,0
10,estandar,tarjeta_credito,anual,20,0,3,4,call_center,0.19047619047619047,0.5916666666666667,9.99,0.4757142857142857,29.97,0,0,0,1
